fold,val_f1,val_auc
1,0.9188106295941642,0.9555438737151025
2,0.9153737338078918,0.9606343621990114
3,0.9436165079686821,0.9745070326730203
4,0.9318660201759406,0.9703438996458579
5,0.9360609368432404,0.969742537256864
6,0.928442045219069,0.9674417064122947
7,0.9243838532957218,0.9629452253557724
8,0.9401061420492532,0.9727073573778444
9,0.9483462281063552,0.9766487602914287
10,0.9277365221630073,0.9699475736240442
