train_loss,val_loss,train_acc,val_acc,val_f1,val_auc
0.6805805610781684,0.46522132242726166,0.7503437738731856,0.7702888583218707,0.7702471337521267,0.8616568881611862
0.4616344688865772,0.43019571318259103,0.7924369747899159,0.8060522696011004,0.805334577883034,0.8926809023513895
0.37795068847486496,0.3676031816858373,0.8336898395721926,0.8383768913342503,0.8380874746594583,0.9254464759479086
0.31451632049905154,0.3328848218614494,0.8647822765469825,0.8679504814305364,0.8678527612588463,0.9374156698655264
0.2431915335909295,0.31068676677333934,0.8995416348357524,0.8762035763411279,0.8760752594496911,0.9439157229271843
0.1515071571431058,0.2848761055972094,0.9423987776928954,0.9030261348005502,0.9027393223073187,0.9600483619108261
0.25494846629791357,0.2873294347336073,0.9186401833460657,0.9009628610729024,0.900838733878481,0.9576264762511182
0.0924374188217523,0.2822227384715739,0.9660045836516424,0.9284731774415406,0.9284267671408966,0.9667455011294552
0.04456003885787348,0.3567589727759443,0.9857142857142858,0.9030261348005502,0.9026567632645333,0.9629648580221646
0.030473161295819045,0.43600758435790704,0.9912910618792972,0.8947730398899587,0.8939640531809047,0.9625308894649869
0.01443470775388463,0.39056454619848807,0.9970206264323911,0.9250343878954608,0.9249274841099552,0.9659960052152029
0.0062911634763785996,0.38965158086725504,0.99938884644767,0.936726272352132,0.9366606881631754,0.9712216309637512
0.0016085030332796781,0.4178716027065138,1.0,0.9401650618982118,0.9401061420492532,0.9713372295750519
0.0006580345730337822,0.44431884637836844,1.0,0.9394773039889959,0.9394145712865157,0.9721824259789876
0.00040485010470097885,0.46173914509490416,1.0,0.936726272352132,0.9366539499095786,0.9722762314094693
0.0002750898501319943,0.4803826239220561,1.0,0.9360385144429161,0.9359619081160405,0.9722781264686708
0.0002163217664306565,0.4802423280942737,1.0,0.938101788170564,0.9380439841735476,0.9724193083791938
0.00016716667399160076,0.5081647170063336,1.0,0.9353507565337001,0.9352697290595641,0.9725453298161032
0.00013353536254214976,0.5125714767049683,1.0,0.9353507565337001,0.9352697290595641,0.9726514531313959
0.00010896400797578902,0.510387134200246,1.0,0.9360385144429161,0.9359619081160405,0.9727073573778444
