fold,val_f1,val_auc
1,0.9049747012509679,0.9581354143817743
2,0.9237102591142224,0.9672105748446876
3,0.9263790920985411,0.9731664411878075
4,0.925064240853679,0.9629851502175121
5,0.9291782597987441,0.9746668485923501
6,0.916742433243507,0.9694602165190401
7,0.9044566107348992,0.9513848715842902
8,0.9194269163777821,0.9728826503539969
9,0.9255349393890776,0.9704563757117547
10,0.9263844549139743,0.9634084714967067
