train_loss,val_loss,train_acc,val_acc,val_f1,val_auc
0.6768074433433818,0.4978797091004609,0.7566844919786097,0.7565337001375516,0.7557564216278477,0.8349723673253086
0.40725824641216063,0.4443196740816187,0.8234530175706646,0.8039889958734525,0.803315821217176,0.8856707547884018
0.28101634381607893,0.39795541343121615,0.8832696715049656,0.8370013755158184,0.8362406806548428,0.9232152320387614
0.1344996345667005,0.3171689195719841,0.9517188693659282,0.8940852819807428,0.8940455976330534,0.9495930804754333
0.036176784998524544,0.3684837109059546,0.990909090909091,0.9160935350756534,0.9160516142365669,0.9586730638201227
0.006425964996656951,0.39014673269926436,0.9996180290297937,0.9264099037138928,0.9263844549139743,0.9639090771443714
0.0011460935031106544,0.4873851152467433,1.0,0.9167812929848693,0.9167117062979979,0.9641929744870922
0.00040563658761659906,0.5017399605583948,1.0,0.9243466299862448,0.9243182840236097,0.9638901506548565
0.00026195963137493896,0.5359506464910474,1.0,0.920907840440165,0.9208656671755566,0.9636308577485048
0.00018784825591395543,0.5384696356393653,1.0,0.922971114167813,0.9229375871589973,0.9638125520478461
0.00014323530552999136,0.5569018165515595,1.0,0.921595598349381,0.9215564264177756,0.963529601029601
0.0001124929619196737,0.5666980914594772,1.0,0.921595598349381,0.9215564264177756,0.9634993186463774
8.859720412683385e-05,0.5906318798968684,1.0,0.9188445667125172,0.9187984892690125,0.9632324551442197
6.73415206852184e-05,0.6023676074628797,1.0,0.9195323246217332,0.9194837811048185,0.9635494738435915
4.6405948449692916e-05,0.6106080499345096,1.0,0.922971114167813,0.9229375871589973,0.9632665228253463
2.8955334670169527e-05,0.6148567820235925,1.0,0.9250343878954608,0.9250125779480962,0.9634822848058142
1.8179763559868074e-05,0.6174501006680757,1.0,0.9243466299862448,0.9243182840236097,0.9637434703611174
1.2098706883086266e-05,0.639579368141679,1.0,0.9236588720770289,0.9236279925927112,0.9641447119388296
8.50212108209882e-06,0.6509144661286023,1.0,0.920907840440165,0.9208656671755566,0.9641768869710046
6.068765029935034e-06,0.6840024597069835,1.0,0.920907840440165,0.9208542861785318,0.9634084714967067
