fold,val_f1,val_auc
1,0.9291480943125302,0.9732298860138114
2,0.9367634866088476,0.9783979775382802
3,0.9326016622280785,0.9692637044539002
4,0.9422321160040283,0.9768598133666941
5,0.9477422794119287,0.9795390457997909
6,0.9477345529323723,0.9755327806798396
7,0.9292035429451683,0.9779831687318511
8,0.9332471418895284,0.9697861236185017
9,0.9525281257158734,0.9774682848724289
10,0.947044369407037,0.9808974941327883
