fold,val_f1,val_auc
1,0.9271342612859104,0.9657048688062084
2,0.9429213541092679,0.9754532778088487
3,0.9498185067847037,0.9808755507856489
4,0.9346549121874425,0.975743906449016
5,0.9326193654553548,0.9714045041767104
6,0.9394818846692565,0.979602922249981
7,0.9353902926389537,0.9700616236085373
8,0.9304817799825619,0.9739031397340853
9,0.9401396171819467,0.9738879572520819
10,0.9277516982691589,0.9713689529866
