train_loss,val_loss,train_acc,val_acc,val_f1,val_auc
0.7617587261508152,0.3901888644367559,0.7784399113759646,0.8419243986254296,0.8416099544055882,0.9193542291076903
0.2442554078386542,0.25832288216069804,0.9041943616777447,0.9099656357388316,0.9098851455898121,0.961649085542155
0.06741725058826417,0.2446363099354649,0.9769271907708763,0.9175257731958762,0.9173718147652775,0.9724661070439145
0.013297202375387524,0.29152295305249615,0.9970967988387195,0.9312714776632303,0.9311592220919276,0.9771338294599426
0.006036345912625294,0.3844009801386968,0.9987011994804798,0.9127147766323024,0.9123941182544497,0.9750371339050505
0.0010878800027999127,0.3456737392444381,0.99992359996944,0.9333333333333333,0.9332737337573416,0.9774399715779168
0.00017386563555216706,0.381826986951107,1.0,0.9333333333333333,0.9332737337573416,0.9772056405740354
9.931673272851275e-05,0.3922780063758601,1.0,0.9347079037800687,0.9346549121874425,0.9773152470113348
6.987351022647088e-05,0.4076755648830912,1.0,0.9333333333333333,0.9332737337573416,0.9772869005189299
5.226873682923175e-05,0.41761164758418434,1.0,0.934020618556701,0.9339643826539548,0.9770610734627698
4.072277253928839e-05,0.42856321965705896,1.0,0.9347079037800687,0.9346549121874425,0.9769807584009554
3.260988877070481e-05,0.4375907625222124,1.0,0.9347079037800687,0.9346549121874425,0.9769543016747108
2.661084529951689e-05,0.44353655081024695,1.0,0.934020618556701,0.9339747523929188,0.9769646953885927
2.1968865958133963e-05,0.45599236939985727,1.0,0.9333333333333333,0.9332737337573416,0.9766254823628123
1.835334920733471e-05,0.4593517855987516,1.0,0.9333333333333333,0.9332844649901673,0.9766311516612934
1.5426199460416565e-05,0.46570398779873995,1.0,0.9333333333333333,0.9332844649901673,0.9766887895291837
1.3048695616388816e-05,0.4753316541820048,1.0,0.9312714776632303,0.9312128985978695,0.9763420174387621
1.1122580944937028e-05,0.47883659219209274,1.0,0.931958762886598,0.9319035400690189,0.9756787095164844
9.489636411849853e-06,0.48451460192293644,1.0,0.931958762886598,0.9319035400690189,0.9757070560088894
8.134385640280233e-06,0.4910506391340924,1.0,0.931958762886598,0.9319035400690189,0.975743906449016
