fold,val_f1,val_auc
1,0.9353237218800966,0.961538170623785
2,0.9353847504806663,0.9735317124416161
3,0.951198184558711,0.9794197005539977
4,0.9449829676228841,0.9784812327322617
5,0.9470555922767312,0.9785735131365503
6,0.938106004406732,0.9726720417896889
7,0.9360769853776763,0.97461179402655
8,0.9470194651230524,0.9719000621579418
9,0.9421153459301184,0.9715241262352082
10,0.9374132309570609,0.9674928079339844
