train_loss,val_loss,train_acc,val_acc,val_f1,val_auc
0.8961314627466719,0.5672005804401644,0.6218487394957983,0.7971114167812929,0.7970743649900907,0.8305872356244772
0.514832579875557,0.45905965935577225,0.8096256684491978,0.8528198074277854,0.8527985856236447,0.9020565859875995
0.35132856764713255,0.35893005296649433,0.905118411000764,0.889958734525447,0.889874088041247,0.9399032306399636
0.23452766216192836,0.30286103003290693,0.9513368983957219,0.9188445667125172,0.9188919033475628,0.9457649653948066
0.17324318330396304,0.29308095750651303,0.9708174178762414,0.9312242090784044,0.9312662630320383,0.9484819804526652
0.13850106850801486,0.3020993977416168,0.9779984721161191,0.9332874828060522,0.9333086940480412,0.9566387157101319
0.11803642496796762,0.2962531099375209,0.9802902979373568,0.9222833562585969,0.9223247960751254,0.947439746753333
0.10287487880704602,0.30981506839743017,0.9817417876241405,0.921595598349381,0.9216423467868715,0.9497233670881753
0.08899947880070751,0.3256686659839819,0.9847975553857907,0.9147180192572214,0.9147289916325879,0.9428412106222487
0.08238452573067091,0.31924550249619205,0.9853323147440795,0.9243466299862448,0.9243878653933135,0.945860748473635
0.0754179900638742,0.3443994747559339,0.9862490450725745,0.9319119669876204,0.9319483048519653,0.9545817503836066
0.07073498866382084,0.33287624975838065,0.9867838044308632,0.9264099037138928,0.926454165972165,0.9515555741010141
0.06780079037258423,0.3578047071067306,0.9868601986249045,0.9112792297111417,0.911287916688409,0.9437184318887475
0.06610826195948355,0.3589472114793864,0.9865546218487395,0.9119669876203577,0.912000802904783,0.9409786564953255
0.06371146560773948,0.4031182178276933,0.9869365928189457,0.9270976616231087,0.9271356384958992,0.9517310183543138
0.060003298022154636,0.3871757456574184,0.9880825057295646,0.9092159559834938,0.9091807420039907,0.9431655454040244
0.057125830316789465,0.37962885006257885,0.9886172650878533,0.9126547455295736,0.9126388389659627,0.9429711342044219
0.0559315327438259,0.3950885597416591,0.9886936592818946,0.9119669876203577,0.9119783139433164,0.9428450040115092
0.05595760436926387,0.4051142976487355,0.9884644766997708,0.9099037138927097,0.9098873063349693,0.9423082394311433
0.06700150961521657,0.4459836235810507,0.9838044308632544,0.890646492434663,0.8904224119392297,0.9308692741159981
