fold,val_f1,val_auc
1,0.3491047041444578,0.5029082740206794
2,0.3337152284208024,0.5
3,0.33600953270264067,0.5
4,0.7731958762886598,0.8511431195503869
5,0.3557270628069237,0.507233440972696
6,0.3433147047280379,0.5
7,0.3612010232298997,0.5
8,0.3557270628069237,0.5
9,0.35494721792741085,0.49790902803437265
10,0.3433147047280379,0.5007002801120448
