fold,val_f1,val_auc
1,0.9256592423355694,0.9732251586503189
2,0.9339588506251372,0.9772756473237906
3,0.9415735799653496,0.9835350046481397
4,0.9305524915433288,0.9743879992289755
5,0.9443133598670047,0.9773227740634617
6,0.942919684792855,0.9816763191763191
7,0.9319537012808183,0.9671378688359795
8,0.9325367827667518,0.9766320249844604
9,0.9373408065324481,0.9774673374451675
10,0.9318844258259316,0.9757684154742978
