fold,val_f1,val_auc
1,0.9119212444178828,0.962703938461073
2,0.9346597547461378,0.9711047205889022
3,0.9367697594501718,0.9780847775317245
4,0.9215950184665912,0.9714144521756878
5,0.9270976616231087,0.9730029866133016
6,0.9332866308003837,0.9691706412294647
7,0.918890492737487,0.9642017855483249
8,0.902784330475262,0.9524899182850471
9,0.9172731708494237,0.9635619475314784
10,0.9140267235103924,0.9611420243773185
