fold,val_f1,val_auc
1,0.9168332979688788,0.9645948838581337
2,0.9298370511167816,0.9756101017277083
3,0.9326422298587248,0.9767611914353305
4,0.9257569889666727,0.9740402822554737
5,0.9326173244449179,0.9720061854732341
6,0.9326048264854073,0.9738956393368158
7,0.9284905335486628,0.9695637412680921
8,0.9256290504088609,0.9701632403996301
9,0.9407803850629448,0.9743863039915109
10,0.9325461418924613,0.9745627980922098
